Annotation Cluster 1	Enrichment Score: 1.7758134833205568
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_ALL	GO:0008064~regulation of actin polymerization or depolymerization	3	21.428571428571427	0.009570225815024721	Q9NRC6, P13395, P02549	12	65	4697	18.065384615384616	0.9997389498507244	0.1347621533023582	13.840314633885242
GOTERM_BP_ALL	GO:0030832~regulation of actin filament length	3	21.428571428571427	0.009570225815024721	Q9NRC6, P13395, P02549	12	65	4697	18.065384615384616	0.9997389498507244	0.1347621533023582	13.840314633885242
GOTERM_BP_FAT	GO:0008064~regulation of actin polymerization or depolymerization	3	21.428571428571427	0.009789020370305788	Q9NRC6, P13395, P02549	12	65	4642	17.853846153846153	0.99952556161697	0.14738347399573426	13.967826879916911
GOTERM_BP_FAT	GO:0030832~regulation of actin filament length	3	21.428571428571427	0.009789020370305788	Q9NRC6, P13395, P02549	12	65	4642	17.853846153846153	0.99952556161697	0.14738347399573426	13.967826879916911
GOTERM_BP_ALL	GO:0032271~regulation of protein polymerization	3	21.428571428571427	0.010739052065811668	Q9NRC6, P13395, P02549	12	69	4697	17.018115942028984	0.9999052187685008	0.14762021016919058	15.402039263765754
GOTERM_BP_FAT	GO:0032271~regulation of protein polymerization	3	21.428571428571427	0.010983902411656794	Q9NRC6, P13395, P02549	12	69	4642	16.818840579710145	0.9998145553177986	0.16084708047866114	15.541925485692731
GOTERM_BP_ALL	GO:0008154~actin polymerization or depolymerization	3	21.428571428571427	0.011968575373903615	Q9NRC6, P13395, P02549	12	73	4697	16.085616438356162	0.9999673930573034	0.16062813464066872	17.016259706935266
GOTERM_BP_FAT	GO:0008154~actin polymerization or depolymerization	3	21.428571428571427	0.012240716798116431	Q9NRC6, P13395, P02549	12	73	4642	15.897260273972604	0.9999310441140449	0.1743966873405579	17.168538483880248
GOTERM_BP_ALL	GO:0006461~protein complex assembly	5	35.714285714285715	0.01281967401346734	Q9NRC6, Q8WZ42, P13395, Q8TE73, P02549	12	423	4697	4.626674546887313	0.9999844335454185	0.1684854969255941	18.11672748757217
GOTERM_BP_ALL	GO:0070271~protein complex biogenesis	5	35.714285714285715	0.01281967401346734	Q9NRC6, Q8WZ42, P13395, Q8TE73, P02549	12	423	4697	4.626674546887313	0.9999844335454185	0.1684854969255941	18.11672748757217
GOTERM_BP_FAT	GO:0006461~protein complex assembly	5	35.714285714285715	0.013354518440880037	Q9NRC6, Q8WZ42, P13395, Q8TE73, P02549	12	423	4642	4.572498029944839	0.9999713344567853	0.18542958811728827	18.585541566657348
GOTERM_BP_FAT	GO:0070271~protein complex biogenesis	5	35.714285714285715	0.013354518440880037	Q9NRC6, Q8WZ42, P13395, Q8TE73, P02549	12	423	4642	4.572498029944839	0.9999713344567853	0.18542958811728827	18.585541566657348
GOTERM_BP_ALL	GO:0030154~cell differentiation	7	50.0	0.013843964815743959	Q9NRC6, Q8WZ42, P13395, P21333, Q2PZL6, P02549, Q9VEN1	12	974	4697	2.8130561259411366	0.9999936121241624	0.17805660616071584	19.423029757972287
GOTERM_BP_ALL	GO:0022008~neurogenesis	5	35.714285714285715	0.014354365202622671	Q9NRC6, P13395, Q2PZL6, P02549, Q9VEN1	12	437	4697	4.478451563691839	0.9999959031614244	0.1813391656663117	20.066653636795827
GOTERM_BP_FAT	GO:0022008~neurogenesis	5	35.714285714285715	0.014949947888047765	Q9NRC6, P13395, Q2PZL6, P02549, Q9VEN1	12	437	4642	4.426010678871091	0.9999918612802918	0.20177361572630148	20.575853941779
GOTERM_BP_ALL	GO:0007275~multicellular organism development	8	57.14285714285714	0.015481816443785205	Q9NRC6, Q23551, Q8WZ42, P13395, Q2PZL6, Q8TE73, P02549, Q9VEN1	12	1330	4697	2.3543859649122805	0.9999984654875346	0.19143708908729917	21.471383714332116
GOTERM_BP_ALL	GO:0009888~tissue development	5	35.714285714285715	0.016251653301997213	Q8WZ42, P13395, P21333, Q2PZL6, Q9VEN1	12	453	4697	4.320272259013981	0.9999992156944523	0.19721114869933254	22.417245734401213
GOTERM_BP_ALL	GO:0044802~single-organism membrane organization	4	28.57142857142857	0.016562192818646383	P13395, P21333, Q2PZL6, P02549	12	243	4697	6.4430727023319605	0.9999994018082596	0.197843543855463	22.795765665893963
GOTERM_BP_FAT	GO:0044802~single-organism membrane organization	4	28.57142857142857	0.01709445892024959	P13395, P21333, Q2PZL6, P02549	12	243	4642	6.367626886145404	0.9999985066298179	0.22361232646228268	23.17956737731459
GOTERM_BP_ALL	GO:0031175~neuron projection development	4	28.57142857142857	0.018655371359233897	Q9NRC6, P13395, P02549, Q9VEN1	12	254	4697	6.164041994750656	0.9999999038632009	0.2171471331401651	25.30244729228748
GOTERM_BP_FAT	GO:0031175~neuron projection development	4	28.57142857142857	0.01925157133034053	Q9NRC6, P13395, P02549, Q9VEN1	12	254	4642	6.091863517060367	0.9999997297105295	0.24426905434265156	25.717932285709487
GOTERM_BP_ALL	GO:0071822~protein complex subunit organization	5	35.714285714285715	0.0192567200245649	Q9NRC6, Q8WZ42, P13395, Q8TE73, P02549	12	476	4697	4.111519607843138	0.9999999431824358	0.220424917367829	26.008387168763004
GOTERM_BP_FAT	GO:0071822~protein complex subunit organization	5	35.714285714285715	0.020043344798045284	Q9NRC6, Q8WZ42, P13395, Q8TE73, P02549	12	476	4642	4.063375350140056	0.9999998558076285	0.24903943355358005	26.629814032200173
GOTERM_BP_ALL	GO:0051258~protein polymerization	3	21.428571428571427	0.02056395683762019	Q9NRC6, P13395, P02549	12	97	4697	12.105670103092782	0.9999999819083434	0.2306226668464436	27.52151562826597
GOTERM_BP_FAT	GO:0051258~protein polymerization	3	21.428571428571427	0.021023894812978654	Q9NRC6, P13395, P02549	12	97	4642	11.963917525773196	0.9999999338260082	0.25561435730624515	27.74460824578665
GOTERM_BP_ALL	GO:0009605~response to external stimulus	5	35.714285714285715	0.021547032520655172	Q9NRC6, Q8WZ42, P13395, P02549, Q9VEN1	12	492	4697	3.9778116531165315	0.9999999923566957	0.2372777890843818	28.640304382743476
GOTERM_BP_FAT	GO:0009605~response to external stimulus	5	35.714285714285715	0.02242150724472294	Q9NRC6, Q8WZ42, P13395, P02549, Q9VEN1	12	492	4642	3.9312330623306235	0.9999999782241762	0.2661986580564355	29.306225068941227
GOTERM_BP_ALL	GO:0010639~negative regulation of organelle organization	3	21.428571428571427	0.02344492849655078	Q9NRC6, P13395, P02549	12	104	4697	11.290865384615385	0.9999999985552167	0.25232739642007906	30.754649671290156
GOTERM_BP_ALL	GO:0032956~regulation of actin cytoskeleton organization	3	21.428571428571427	0.02344492849655078	Q9NRC6, P13395, P02549	12	104	4697	11.290865384615385	0.9999999985552167	0.25232739642007906	30.754649671290156
GOTERM_BP_FAT	GO:0010639~negative regulation of organelle organization	3	21.428571428571427	0.023966762513066498	Q9NRC6, P13395, P02549	12	104	4642	11.158653846153845	0.999999993639893	0.2777618564441633	30.99606451773351
GOTERM_BP_FAT	GO:0032956~regulation of actin cytoskeleton organization	3	21.428571428571427	0.023966762513066498	Q9NRC6, P13395, P02549	12	104	4642	11.158653846153845	0.999999993639893	0.2777618564441633	30.99606451773351
GOTERM_BP_ALL	GO:0061024~membrane organization	4	28.57142857142857	0.027747361421155917	P13395, P21333, Q2PZL6, P02549	12	295	4697	5.307344632768362	0.999999999967304	0.28489803547133175	35.33271364143683
GOTERM_BP_FAT	GO:0061024~membrane organization	4	28.57142857142857	0.028615583920881656	P13395, P21333, Q2PZL6, P02549	12	295	4642	5.245197740112994	0.9999999998450111	0.318079247079454	35.85503803339888
GOTERM_BP_ALL	GO:0065003~macromolecular complex assembly	5	35.714285714285715	0.029087021296422648	Q9NRC6, Q8WZ42, P13395, Q8TE73, P02549	12	538	4697	3.6377013630731105	0.9999999999899838	0.2931541718258096	36.69935073337989
GOTERM_BP_ALL	GO:0043254~regulation of protein complex assembly	3	21.428571428571427	0.029680859042394005	Q9NRC6, P13395, P02549	12	118	4697	9.951271186440676	0.9999999999940745	0.29485233011123757	37.29646275941878
GOTERM_BP_ALL	GO:0032535~regulation of cellular component size	3	21.428571428571427	0.03014967518684598	Q9NRC6, P13395, P02549	12	119	4697	9.867647058823529	0.9999999999960858	0.2954660166131575	37.764137633801745
GOTERM_BP_FAT	GO:0065003~macromolecular complex assembly	5	35.714285714285715	0.030245209811834557	Q9NRC6, Q8WZ42, P13395, Q8TE73, P02549	12	538	4642	3.5951053283767043	0.9999999999580256	0.3284942468069565	37.48124187435968
GOTERM_BP_FAT	GO:0043254~regulation of protein complex assembly	3	21.428571428571427	0.03033506287136612	Q9NRC6, P13395, P02549	12	118	4642	9.834745762711865	0.999999999960945	0.3248943500557957	37.56977564941444
GOTERM_BP_FAT	GO:0032535~regulation of cellular component size	3	21.428571428571427	0.03081374606792349	Q9NRC6, P13395, P02549	12	119	4642	9.752100840336134	0.9999999999734027	0.3247993380092252	38.039458886504306
GOTERM_BP_ALL	GO:0060429~epithelium development	4	28.57142857142857	0.031323693269096356	P13395, P21333, Q2PZL6, Q9VEN1	12	309	4697	5.06688241639698	0.9999999999986154	0.30182460278665413	38.92102059759075
GOTERM_BP_FAT	GO:0060429~epithelium development	4	28.57142857142857	0.03229665053279546	P13395, P21333, Q2PZL6, Q9VEN1	12	309	4642	5.007551240560949	0.999999999991919	0.33330371943664705	39.473605601293556
GOTERM_BP_ALL	GO:0042221~response to chemical	6	42.857142857142854	0.035216291043567036	Q9NRC6, Q8WZ42, P13395, Q2PZL6, P02549, Q9VEN1	12	858	4697	2.7371794871794872	0.9999999999999563	0.3293355515888051	42.614502970827616
GOTERM_BP_ALL	GO:0051239~regulation of multicellular organismal process	5	35.714285714285715	0.03705634510645688	Q23551, P13395, P21333, Q2PZL6, Q9VEN1	12	579	4697	3.3801093839953946	0.9999999999999915	0.339900150038943	44.286729370990585
GOTERM_BP_ALL	GO:0022607~cellular component assembly	6	42.857142857142854	0.0399773292160112	Q9NRC6, Q8WZ42, P13395, P21333, Q8TE73, P02549	12	886	4697	2.6506772009029347	0.9999999999999993	0.35795789054079674	46.84797314399689
GOTERM_BP_ALL	GO:0022411~cellular component disassembly	3	21.428571428571427	0.04014677461389423	Q9NRC6, P13395, P02549	12	139	4697	8.447841726618705	0.9999999999999994	0.3556129758644223	46.99311629774351
GOTERM_BP_FAT	GO:0022411~cellular component disassembly	3	21.428571428571427	0.04101863036952602	Q9NRC6, P13395, P02549	12	139	4642	8.348920863309353	0.9999999999999929	0.39899251559546967	47.30026072279181
GOTERM_BP_FAT	GO:0022607~cellular component assembly	6	42.857142857142854	0.04186501201801577	Q9NRC6, Q8WZ42, P13395, P21333, Q8TE73, P02549	12	886	4642	2.619638826185102	0.9999999999999964	0.40063430818887746	48.0071354683012
GOTERM_BP_ALL	GO:0033043~regulation of organelle organization	4	28.57142857142857	0.044135209438625644	Q9NRC6, P13395, P02549, Q9VEN1	12	353	4697	4.435316336166195	1.0	0.38006274489072933	50.304320988524424
GOTERM_BP_ALL	GO:0010927~cellular component assembly involved in morphogenesis	3	21.428571428571427	0.045013558471007874	Q8WZ42, P21333, Q8TE73	12	148	4697	7.934121621621621	1.0	0.3824068513022475	51.00704345045097
GOTERM_BP_FAT	GO:0033043~regulation of organelle organization	4	28.57142857142857	0.04547426877823117	Q9NRC6, P13395, P02549, Q9VEN1	12	353	4642	4.383380547686496	0.9999999999999998	0.42225106629278486	50.923191965285774
GOTERM_BP_ALL	GO:0090066~regulation of anatomical structure size	3	21.428571428571427	0.04556775234492184	Q9NRC6, P13395, P02549	12	149	4697	7.880872483221477	1.0	0.3825268629085615	51.44563145783822
GOTERM_BP_FAT	GO:0010927~cellular component assembly involved in morphogenesis	3	21.428571428571427	0.04598484937190174	Q8WZ42, P21333, Q8TE73	12	148	4642	7.841216216216217	0.9999999999999999	0.42110868211003105	51.32314475996452
GOTERM_BP_FAT	GO:0090066~regulation of anatomical structure size	3	21.428571428571427	0.046550298135037665	Q9NRC6, P13395, P02549	12	149	4642	7.788590604026845	0.9999999999999999	0.4203813767506924	51.76252147396816
GOTERM_BP_ALL	GO:0006996~organelle organization	7	50.0	0.047339258381336444	Q9NRC6, Q8WZ42, P13395, P21333, Q8TE73, P02549, Q9VEN1	12	1260	4697	2.174537037037037	1.0	0.3870847799135264	52.82308996881717
GOTERM_BP_ALL	GO:0002009~morphogenesis of an epithelium	3	21.428571428571427	0.04837807176742197	P21333, Q2PZL6, Q9VEN1	12	154	4697	7.625	1.0	0.3902592280221676	53.61374038416896
GOTERM_BP_FAT	GO:0002009~morphogenesis of an epithelium	3	21.428571428571427	0.04941748159017799	P21333, Q2PZL6, Q9VEN1	12	154	4642	7.535714285714285	1.0	0.43065880804382983	53.93396182534326
GOTERM_BP_ALL	GO:0007067~mitotic nuclear division	3	21.428571428571427	0.052420380643423775	Q8WZ42, P21333, Q9VEN1	12	161	4697	7.293478260869565	1.0	0.4119929513866176	56.57394277886212
GOTERM_BP_FAT	GO:0007067~mitotic nuclear division	3	21.428571428571427	0.05354097967757285	Q8WZ42, P21333, Q9VEN1	12	161	4642	7.208074534161492	1.0	0.45282059368811467	56.897143989562025
GOTERM_BP_ALL	GO:0022604~regulation of cell morphogenesis	3	21.428571428571427	0.05359790984866389	P13395, P21333, P02549	12	163	4697	7.203987730061349	1.0	0.4155626202099655	57.40242663946788
GOTERM_BP_ALL	GO:0030855~epithelial cell differentiation	3	21.428571428571427	0.05359790984866389	P13395, Q2PZL6, Q9VEN1	12	163	4697	7.203987730061349	1.0	0.4155626202099655	57.40242663946788
GOTERM_BP_FAT	GO:0022604~regulation of cell morphogenesis	3	21.428571428571427	0.05474202807858609	P13395, P21333, P02549	12	163	4642	7.119631901840491	1.0	0.4557380984106032	57.7261268234736
GOTERM_BP_FAT	GO:0030855~epithelial cell differentiation	3	21.428571428571427	0.05474202807858609	P13395, Q2PZL6, Q9VEN1	12	163	4642	7.119631901840491	1.0	0.4557380984106032	57.7261268234736
GOTERM_BP_ALL	GO:2000026~regulation of multicellular organismal development	4	28.57142857142857	0.058198797663552806	Q23551, P13395, Q2PZL6, Q9VEN1	12	394	4697	3.973773265651438	1.0	0.43900967013637626	60.49986274520043
GOTERM_BP_ALL	GO:0051128~regulation of cellular component organization	5	35.714285714285715	0.05889845487525997	Q9NRC6, P13395, P21333, P02549, Q9VEN1	12	669	4697	2.9253861484803187	1.0	0.4393809675589124	60.952002066574806
GOTERM_BP_FAT	GO:2000026~regulation of multicellular organismal development	4	28.57142857142857	0.05992526653771479	Q23551, P13395, Q2PZL6, Q9VEN1	12	394	4642	3.9272419627749575	1.0	0.4824204027707769	61.135691993588196
GOTERM_BP_ALL	GO:0006468~protein phosphorylation	4	28.57142857142857	0.060425801418887044	Q9NRC6, Q23551, Q8WZ42, P02549	12	400	4697	3.9141666666666666	1.0	0.44437884214281576	61.922252778051835
GOTERM_BP_FAT	GO:0051128~regulation of cellular component organization	5	35.714285714285715	0.06111288150590196	Q9NRC6, P13395, P21333, P02549, Q9VEN1	12	669	4642	2.8911310413552567	1.0	0.4846878210339528	61.87984558618004
GOTERM_BP_ALL	GO:0000226~microtubule cytoskeleton organization	3	21.428571428571427	0.06148766541031184	P13395, P21333, Q8TE73	12	176	4697	6.671875	1.0	0.446684416607361	62.583463753496346
GOTERM_BP_FAT	GO:0006468~protein phosphorylation	4	28.57142857142857	0.06221235434831901	Q9NRC6, Q23551, Q8WZ42, P02549	12	400	4642	3.868333333333333	1.0	0.48639321375348044	62.55687878787366
GOTERM_BP_FAT	GO:0000226~microtubule cytoskeleton organization	3	21.428571428571427	0.06278788148104188	P13395, P21333, Q8TE73	12	176	4642	6.593749999999999	1.0	0.4851164894854413	62.90677944116177
GOTERM_BP_ALL	GO:0048523~negative regulation of cellular process	6	42.857142857142854	0.06370792701397471	Q9NRC6, Q23551, P13395, P21333, P02549, Q9VEN1	12	1000	4697	2.3485	1.0	0.45518806111221344	63.93144135737916
GOTERM_BP_ALL	GO:0051129~negative regulation of cellular component organization	3	21.428571428571427	0.0665382676024184	Q9NRC6, P13395, P02549	12	184	4697	6.381793478260869	1.0	0.4666022227335658	65.58398462845804
GOTERM_BP_FAT	GO:0051129~negative regulation of cellular component organization	3	21.428571428571427	0.06793708640375797	Q9NRC6, P13395, P02549	12	184	4642	6.307065217391304	1.0	0.5087780583568828	65.90414597934911
GOTERM_BP_ALL	GO:0000280~nuclear division	3	21.428571428571427	0.06976714041672549	Q8WZ42, P21333, Q9VEN1	12	189	4697	6.212962962962964	1.0	0.47960484257923164	67.38263697072615
GOTERM_BP_ALL	GO:0044085~cellular component biogenesis	6	42.857142857142854	0.07065265859079657	Q9NRC6, Q8WZ42, P13395, P21333, Q8TE73, P02549	12	1028	4697	2.284533073929961	1.0	0.480492981545129	67.86032618862693
GOTERM_BP_FAT	GO:0000280~nuclear division	3	21.428571428571427	0.07122847012290746	Q8WZ42, P21333, Q9VEN1	12	189	4642	6.14021164021164	1.0	0.5214671110551157	67.6998007858999
GOTERM_BP_FAT	GO:0044085~cellular component biogenesis	6	42.857142857142854	0.0738122848515538	Q9NRC6, Q8WZ42, P13395, P21333, Q8TE73, P02549	12	1028	4642	2.257782101167315	1.0	0.5300533696905626	69.04708363186758
GOTERM_BP_ALL	GO:0007155~cell adhesion	4	28.57142857142857	0.07718895234406002	A8TX70, P21333, Q2PZL6, P02549	12	442	4697	3.542232277526395	1.0	0.5086284626469089	71.18910110188416
GOTERM_BP_ALL	GO:0048285~organelle fission	3	21.428571428571427	0.07773336323608263	Q8WZ42, P21333, Q9VEN1	12	201	4697	5.842039800995025	1.0	0.5076033883727173	71.45128084781555
GOTERM_BP_ALL	GO:0022610~biological adhesion	4	28.57142857142857	0.07846338568199757	A8TX70, P21333, Q2PZL6, P02549	12	445	4697	3.5183520599250935	1.0	0.5074588820815179	71.79934638891645
GOTERM_BP_FAT	GO:0048285~organelle fission	3	21.428571428571427	0.07934720562383282	Q8WZ42, P21333, Q9VEN1	12	201	4642	5.773631840796019	1.0	0.5524594503485697	71.75837544483387
GOTERM_BP_FAT	GO:0007155~cell adhesion	4	28.57142857142857	0.07941755162694852	A8TX70, P21333, Q2PZL6, P02549	12	442	4642	3.500754147812971	1.0	0.5483267606434523	71.79136005460572
GOTERM_BP_FAT	GO:0022610~biological adhesion	4	28.57142857142857	0.08072488401453824	A8TX70, P21333, Q2PZL6, P02549	12	445	4642	3.4771535580524344	1.0	0.5500356804626239	72.39784258151256
GOTERM_BP_ALL	GO:0043933~macromolecular complex subunit organization	5	35.714285714285715	0.08448954606528511	Q9NRC6, Q8WZ42, P13395, Q8TE73, P02549	12	752	4697	2.6025044326241136	1.0	0.5311097735156503	74.52463439316519
GOTERM_BP_FAT	GO:0043933~macromolecular complex subunit organization	5	35.714285714285715	0.0875449027372948	Q9NRC6, Q8WZ42, P13395, Q8TE73, P02549	12	752	4642	2.572030141843972	1.0	0.5763153301567159	75.36895406867127
GOTERM_BP_ALL	GO:0048519~negative regulation of biological process	6	42.857142857142854	0.08794447731000074	Q9NRC6, Q23551, P13395, P21333, P02549, Q9VEN1	12	1091	4697	2.1526122823098075	1.0	0.5425129841624298	75.97388882629134
GOTERM_BP_ALL	GO:0022603~regulation of anatomical structure morphogenesis	3	21.428571428571427	0.10034643459081369	P13395, P21333, P02549	12	233	4697	5.039699570815451	1.0	0.5891415009916172	80.5654934116
GOTERM_BP_ALL	GO:0016192~vesicle-mediated transport	4	28.57142857142857	0.10211277831923352	Q9NRC6, Q8WZ42, P21333, P02549	12	497	4697	3.1502347417840375	1.0	0.5923072609268518	81.1482533407611
GOTERM_BP_FAT	GO:0022603~regulation of anatomical structure morphogenesis	3	21.428571428571427	0.10238046677574006	P13395, P21333, P02549	12	233	4642	4.98068669527897	1.0	0.632256249110136	80.83083648079008
GOTERM_BP_ALL	GO:0016043~cellular component organization	8	57.14285714285714	0.1039164375092295	Q9NRC6, Q8WZ42, P13395, P21333, Q2PZL6, Q8TE73, P02549, Q9VEN1	12	1897	4697	1.6506765067650675	1.0	0.595540338311229	81.72642673098834
GOTERM_BP_FAT	GO:0016192~vesicle-mediated transport	4	28.57142857142857	0.10496785440856066	Q9NRC6, Q8WZ42, P21333, P02549	12	497	4642	3.113346747149564	1.0	0.6376052931516454	81.65870804432677
GOTERM_BP_ALL	GO:0007417~central nervous system development	3	21.428571428571427	0.10628154633886006	P13395, Q2PZL6, Q8TE73	12	241	4697	4.872406639004149	1.0	0.6007543311898428	82.45945999911261
GOTERM_BP_FAT	GO:0007417~central nervous system development	3	21.428571428571427	0.10842285950758614	P13395, Q2PZL6, Q8TE73	12	241	4642	4.8153526970954355	1.0	0.6459112452353721	82.71215722591116
GOTERM_BP_ALL	GO:0016310~phosphorylation	4	28.57142857142857	0.11246399996791541	Q9NRC6, Q23551, Q8WZ42, P02549	12	518	4697	3.022522522522522	1.0	0.615833636774239	84.24780633416096
GOTERM_BP_ALL	GO:0046907~intracellular transport	4	28.57142857142857	0.11246399996791541	Q9NRC6, P21333, P02549, Q9VEN1	12	518	4697	3.022522522522522	1.0	0.615833636774239	84.24780633416096
GOTERM_BP_ALL	GO:0098609~cell-cell adhesion	3	21.428571428571427	0.11384374744421837	P21333, Q2PZL6, P02549	12	251	4697	4.6782868525896415	1.0	0.6171765408766072	84.62291168490196
GOTERM_BP_ALL	GO:0044087~regulation of cellular component biogenesis	3	21.428571428571427	0.11537451500206738	Q9NRC6, P13395, P02549	12	253	4697	4.641304347826087	1.0	0.6190097954124902	85.02928887114616
GOTERM_BP_FAT	GO:0016310~phosphorylation	4	28.57142857142857	0.11556924722773892	Q9NRC6, Q23551, Q8WZ42, P02549	12	518	4642	2.987129987129987	1.0	0.6623553947113161	84.71421956545171
GOTERM_BP_FAT	GO:0046907~intracellular transport	4	28.57142857142857	0.11556924722773892	Q9NRC6, P21333, P02549, Q9VEN1	12	518	4642	2.987129987129987	1.0	0.6623553947113161	84.71421956545171
GOTERM_BP_FAT	GO:0098609~cell-cell adhesion	3	21.428571428571427	0.11611999839925646	P21333, Q2PZL6, P02549	12	251	4642	4.623505976095617	1.0	0.6600671111844494	84.85915103182269
GOTERM_BP_FAT	GO:0044087~regulation of cellular component biogenesis	3	21.428571428571427	0.117677843971907	Q9NRC6, P13395, P02549	12	253	4642	4.58695652173913	1.0	0.6611736159574668	85.26217818605932
GOTERM_BP_ALL	GO:0070925~organelle assembly	3	21.428571428571427	0.12233526053185195	Q8WZ42, P21333, Q8TE73	12	262	4697	4.481870229007634	1.0	0.6386205306216322	86.75367383838125
GOTERM_BP_FAT	GO:0070925~organelle assembly	3	21.428571428571427	0.12476072542645716	Q8WZ42, P21333, Q8TE73	12	262	4642	4.429389312977099	1.0	0.6799514108075466	86.97135974251519
GOTERM_BP_ALL	GO:0007017~microtubule-based process	3	21.428571428571427	0.12546567851197712	P13395, P21333, Q8TE73	12	266	4697	4.4144736842105265	1.0	0.645226763377974	87.46696107190864
GOTERM_BP_FAT	GO:0007017~microtubule-based process	3	21.428571428571427	0.12794554351273812	P13395, P21333, Q8TE73	12	266	4642	4.362781954887218	1.0	0.685800340481031	87.6778615759559
GOTERM_BP_ALL	GO:0051179~localization	7	50.0	0.12941805620746488	Q9NRC6, Q8WZ42, P13395, P21333, Q8TE73, P02549, Q9VEN1	12	1589	4697	1.7243024963289282	1.0	0.654141090452681	88.31625286127424
GOTERM_BP_ALL	GO:0071840~cellular component organization or biogenesis	8	57.14285714285714	0.13354380713330974	Q9NRC6, Q8WZ42, P13395, P21333, Q2PZL6, Q8TE73, P02549, Q9VEN1	12	1998	4697	1.5672339005672338	1.0	0.6632442895485743	89.14516571762229
GOTERM_BP_ALL	GO:0006810~transport	6	42.857142857142854	0.14230912262092832	Q9NRC6, Q8WZ42, P13395, P21333, P02549, Q9VEN1	12	1251	4697	1.877298161470823	1.0	0.6850609751915282	90.72706822921057
GOTERM_BP_ALL	GO:1903047~mitotic cell cycle process	3	21.428571428571427	0.14468546321550382	Q8WZ42, P21333, Q9VEN1	12	290	4697	4.049137931034482	1.0	0.6883982812308207	91.11717324182655
GOTERM_BP_FAT	GO:1903047~mitotic cell cycle process	3	21.428571428571427	0.14749226859384085	Q8WZ42, P21333, Q9VEN1	12	290	4642	4.001724137931035	1.0	0.7368214349295356	91.28806965256408
GOTERM_BP_ALL	GO:0035556~intracellular signal transduction	4	28.57142857142857	0.14828845072137092	Q9NRC6, P21333, Q2PZL6, P02549	12	585	4697	2.676353276353276	1.0	0.6949260398917185	91.6794698512674
GOTERM_BP_ALL	GO:0065009~regulation of molecular function	4	28.57142857142857	0.14885320170430272	Q9NRC6, Q8WZ42, P21333, P02549	12	586	4697	2.671786120591581	1.0	0.693310120127568	91.76452760361143
GOTERM_BP_FAT	GO:0035556~intracellular signal transduction	4	28.57142857142857	0.15221739902098078	Q9NRC6, P21333, Q2PZL6, P02549	12	585	4642	2.645014245014245	1.0	0.745058937090775	91.99801341864057
GOTERM_BP_FAT	GO:0065009~regulation of molecular function	4	28.57142857142857	0.152794631287708	Q9NRC6, Q8WZ42, P21333, P02549	12	586	4642	2.6405005688282137	1.0	0.74280332648985	92.08093490763416
GOTERM_BP_ALL	GO:0003008~system process	3	21.428571428571427	0.15787413007917397	Q8WZ42, P21333, Q9VEN1	12	306	4697	3.8374183006535945	1.0	0.7133167497527081	93.01761468968176
GOTERM_BP_ALL	GO:0051234~establishment of localization	6	42.857142857142854	0.15942130807746402	Q9NRC6, Q8WZ42, P13395, P21333, P02549, Q9VEN1	12	1294	4697	1.8149149922720247	1.0	0.7141068443198972	93.21371528189906
GOTERM_BP_FAT	GO:0003008~system process	3	21.428571428571427	0.16089837119186778	Q8WZ42, P21333, Q9VEN1	12	306	4642	3.7924836601307192	1.0	0.7586871049093492	93.16347281155825
GOTERM_BP_ALL	GO:0050789~regulation of biological process	9	64.28571428571429	0.16217722253572958	Q9NRC6, Q23551, Q8WZ42, P13395, P21333, Q2PZL6, Q5EAJ7, P02549, Q9VEN1	12	2506	4697	1.4057262569832403	1.0	0.7178123736946704	93.55031680645344
GOTERM_BP_ALL	GO:0000278~mitotic cell cycle	3	21.428571428571427	0.16625144840283915	Q8WZ42, P21333, Q9VEN1	12	316	4697	3.715981012658228	1.0	0.7245346237979539	94.0194308453639
GOTERM_BP_FAT	GO:0000278~mitotic cell cycle	3	21.428571428571427	0.1694109257516237	Q8WZ42, P21333, Q9VEN1	12	316	4642	3.67246835443038	1.0	0.7743540348659403	94.15062768062505
GOTERM_BP_ALL	GO:0051649~establishment of localization in cell	4	28.57142857142857	0.1726964939158942	Q9NRC6, P21333, P02549, Q9VEN1	12	627	4697	2.4970760233918123	1.0	0.7363944550783419	94.69685130703861
GOTERM_BP_FAT	GO:0051649~establishment of localization in cell	4	28.57142857142857	0.1771511345391342	Q9NRC6, P21333, P02549, Q9VEN1	12	627	4642	2.467836257309941	1.0	0.7873109739102456	94.93099682413147
GOTERM_BP_ALL	GO:0045595~regulation of cell differentiation	3	21.428571428571427	0.18758839427767787	P21333, Q2PZL6, Q9VEN1	12	341	4697	3.4435483870967745	1.0	0.7652349652601832	95.99753049400033
GOTERM_BP_FAT	GO:0045595~regulation of cell differentiation	3	21.428571428571427	0.1910823423289807	P21333, Q2PZL6, Q9VEN1	12	341	4642	3.403225806451613	1.0	0.8110886040716672	96.096021087231
GOTERM_BP_ALL	GO:0008283~cell proliferation	3	21.428571428571427	0.21027542037836794	P13395, Q2PZL6, P02549	12	367	4697	3.1995912806539506	1.0	0.8047470160729936	97.41904955672173
GOTERM_BP_FAT	GO:0008283~cell proliferation	3	21.428571428571427	0.21410945326249964	P13395, Q2PZL6, P02549	12	367	4642	3.162125340599455	1.0	0.8465676756929127	97.48991257855516
